DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2010-09-28	20838585	Smith EN	2010-09-09	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20838585	Longitudinal genome-wide association of cardiovascular disease risk factors in the Bogalusa heart study.	Cardiovascular disease risk factors	525 European ancestry individuals	2,265 European ancestry individuals	16q13	16	56955678	HERPUD1, CETP	HERPUD1 - CETP	9709	1071		11797	6245	rs247616-T	rs247616	0	247616	intergenic_variant	1	0.33	1E-23	23.0	(HDL-cholesterol)	2.99	[2.42-3.56] % SD increase	Illumina [545821]	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	18q21.1	18	49631816	LIPG	LOC105372112			105372112			rs10438978-C	rs10438978	0	10438978	intergenic_variant	0	0.81	8E-36	35.096910013008056		0.095	[0.079-0.111] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	8p21.3	8	20054859	LPL	LPL - LOC105379311	4023	105379311		87600	23855	rs115849089-A	rs115849089	0	115849089	regulatory_region_variant	1	0.11	2E-63	62.69897000433602		0.162	[0.14-0.18] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	19p13.2	19	8364439	ANGPTL4	ANGPTL4			51129			rs116843064-A	rs116843064	0	116843064	missense_variant	0	0.03	2E-14	13.698970004336019		0.178	[0.13-0.22] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	17q25.3	17	78386710	PGS1	PGS1			9489			rs12948394-C	rs12948394	0	12948394	intron_variant	0	0.55	4E-8	7.3979400086720375		0.034	[0.022-0.046] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	4q23	4	99302913	ADH5	LOC100507053 - ADH1B	100507053	125		1557	3474	rs13132430-A	rs13132430	0	13132430	downstream_gene_variant	1	0.01	1E-8	8.0		0.17	[0.11-0.23] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	4q24	4	102276925	SLC39A8	SLC39A8			64116			rs13135092-A	rs13135092	0	13135092	intron_variant	0	0.97	3E-13	12.522878745280337		0.129	[0.094-0.164] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	16q13	16	56960616	CETP	HERPUD1 - CETP	9709	1071		16735	1307	rs17231506-T	rs17231506	0	17231506	upstream_gene_variant	1	0.31	7E-316	315.15490195998575		0.243	[0.23-0.25] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	20q13.12	20	44413724	HNF4A	HNF4A			3172			rs1800961-C	rs1800961	0	1800961	missense_variant	0	0.96	5E-20	19.30102999566398		0.149	[0.12-0.18] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	6q25.3	6	160584357	LPA	LPA			4018			rs191555775-A	rs191555775	0	191555775	intron_variant	0	0.9	4E-8	7.3979400086720375		0.057	[0.037-0.077] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	12q24.11	12	109524990	MMAB, MVK	UBE3B			89910			rs2241208-C	rs2241208	0	2241208	intron_variant	0	0.51	9E-10	9.045757490560675		0.036	[0.024-0.048] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	1q25.3	1	182174984	ZNF648	ZNF648			127665			rs2489279-C	rs2489279	0	2489279	intron_variant	0	0.69	4E-9	8.397940008672037		0.038	[0.026-0.05] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	15q21.3	15	58387979	LIPC	LOC101928635			101928635			rs261291-C	rs261291	0	261291	intron_variant	0	0.37	6E-87	86.22184874961636		0.122	[0.11-0.13] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	2p24.1	2	21003688	APOB	APOB			338			rs2678379-A	rs2678379	0	2678379	intron_variant	0	0.24	7E-21	20.154901959985743		0.065	[0.051-0.079] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	2q36.3	2	226298926	IRS1	LOC646736 - LOC105373915	646736	105373915		118864	155856	rs2713536-C	rs2713536	0	2713536	intergenic_variant	1	0.38	3E-10	9.522878745280337		0.038	[0.026-0.05] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	9q31.1	9	104899461	ABCA1	ABCA1			19			rs2740488-A	rs2740488	0	2740488	intron_variant	0	0.76	2E-34	33.69897000433602		0.086	[0.072-0.1] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	6p21.31	6	34729337	SNRPC	LOC107986591			107986591			rs2764209-T	rs2764209	0	2764209	intergenic_variant	0	0.77	6E-10	9.221848749616356		0.044	[0.03-0.058] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	8q24.13	8	125470379	TRIB1	TRIB1 - LOC105375746	10221	105375746		31974	52052	rs2954022-A	rs2954022	0	2954022	intron_variant	1	0.48	1E-9	9.0		0.036	[0.024-0.048] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	19q13.32	19	44908684	APOE	APOE			348			rs429358-T	rs429358	0	429358	missense_variant	0	0.84	1E-14	14.0		0.066	[0.048-0.084] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	7q32.2	7	130747779	KLF14	LOC105375508			105375508			rs13241165-T	rs13241165	0	13241165	intergenic_variant	0	0.51	8E-10	9.096910013008056		0.037	[0.025-0.049] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	3q22.3	3	136329135	MSL2L1	PCCB			5096			rs483465-A	rs483465	0	483465	intron_variant	0	0.21	4E-10	9.397940008672037		0.045	[0.031-0.059] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	8p23.1	8	9326086	PPP1R3B	LOC157273			157273			rs4841132-G	rs4841132	0	4841132	non_coding_transcript_exon_variant	0	0.9	4E-20	19.397940008672037		0.094	[0.074-0.114] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	1q42.13	1	230171476	GALNT2	GALNT2			2590			rs4846923-G	rs4846923	0	4846923	intron_variant	0	0.71	1E-16	16.0		0.055	[0.041-0.069] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	9p22.3	9	15294598	TTC39B	TTC39B			158219			rs540885-A	rs540885	0	540885	intron_variant	0	0.87	5E-10	9.301029995663981		0.055	[0.037-0.073] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	16q23.2	16	81500184	CMIP	CMIP			80790			rs56823429-A	rs56823429	0	56823429	intron_variant	0	0.71	2E-8	7.698970004336019		0.037	[0.023-0.051] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	22q11.21	22	21609497	UBE2L3	UBE2L3			7332			rs5754344-A	rs5754344	0	5754344	intron_variant	0	0.78	2E-10	9.698970004336019		0.045	[0.031-0.059] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	20q13.12	20	45961659	PLTP	ZNF335			63925			rs6073972-C	rs6073972	0	6073972	non_coding_transcript_exon_variant	0	0.81	9E-18	17.045757490560675		0.065	[0.049-0.081] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	1p13.3	1	109264661	CELSR2, SORT1	CELSR2			1952			rs6657811-T	rs6657811	0	6657811	intron_variant	0	0.12	2E-9	8.698970004336019		0.057	[0.039-0.075] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	1p34.3	1	39085816	MACF1, PABPC4	MACF1			23499			rs72634501-T	rs72634501	0	72634501	intron_variant	0	0.77	8E-10	9.096910013008056		0.044	[0.03-0.058] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	16q22.1	16	67777687	RANBP10, LCAT	RANBP10			57610			rs73591976-A	rs73591976	0	73591976	intron_variant	0	0.12	9E-26	25.045757490560675		0.096	[0.078-0.114] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	11p11.2	11	47224846	MADD	DDB2			1643			rs7395581-G	rs7395581	0	7395581	intron_variant	0	0.35	2E-21	20.69897000433602		0.059	[0.047-0.071] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	3p25.3	3	11371130	ATG7	ATG7			10533			rs7635838-T	rs7635838	0	7635838	intron_variant	0	0.39	2E-9	8.698970004336019		0.037	[0.025-0.049] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	10q25.2	10	112159366	GPAM	GPAM			57678			rs77147124-A	rs77147124	1	2803609	intron_variant	0	0.28	7E-9	8.154901959985743		0.039	[0.025-0.053] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	12q24.31	12	124779741	SCARB1	SCARB1			949			rs838886-T	rs838886	0	838886	intron_variant	0	0.35	2E-18	17.69897000433602		0.058	[0.044-0.072] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	11q23.3	11	116778201	APO-cluster	ZPR1			8882			rs964184-C	rs964184	0	964184	3_prime_UTR_variant	0	0.87	1E-28	28.0		0.102	[0.084-0.12] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	16p13.13	16	11360793	RMI2	LOC105371082			105371082			rs7188861-A	rs7188861	0	7188861	intron_variant	0	0.2	7E-9	8.154901959985743		0.044	[0.028-0.06] unit increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	2q35	2	218835276	PRKAG3	PRKAG3 - RPL23AP31	53632	100271460		3473	6329	rs78058190-A	rs78058190	0	78058190	upstream_gene_variant	1	0.05	6E-12	11.221848749616356		0.141	[0.1-0.18] unit decrease	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	LDL cholesterol	up 62,166 European ancestry individuals	NA				ABO							rs550057-T	rs550057	0	550057		1	0.26	6E-20	19.221848749616356		0.063	[0.049-0.077] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
2008-09-15	18262040	Sandhu MS	2008-02-09	Lancet	www.ncbi.nlm.nih.gov/pubmed/18262040	LDL-cholesterol concentrations: a genome-wide association study.	LDL cholesterol	11,685 European ancestry individuals	Up to 4,979 European ancestry individuals	1p13.3	1	109279544	CELSR2, PSRC1	CELSR2 - PSRC1	1952	84722		3788	10	rs599839-G	rs599839	0	599839	downstream_gene_variant	1	0.19	1E-33	33.0		0.16	[0.14-0.18] mmol/L decrease	Affymetrix, Illumina [up to 461986]	N
2008-09-15	18262040	Sandhu MS	2008-02-09	Lancet	www.ncbi.nlm.nih.gov/pubmed/18262040	LDL-cholesterol concentrations: a genome-wide association study.	LDL cholesterol	11,685 European ancestry individuals	Up to 4,979 European ancestry individuals	19q13.32	19	44919689	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	downstream_gene_variant	1	0.18	1E-20	20.0		0.06	[0.04-0.08] mmol/L increase	Affymetrix, Illumina [up to 461986]	N
2008-09-15	18262040	Sandhu MS	2008-02-09	Lancet	www.ncbi.nlm.nih.gov/pubmed/18262040	LDL-cholesterol concentrations: a genome-wide association study.	LDL cholesterol	11,685 European ancestry individuals	Up to 4,979 European ancestry individuals	2p24.1	2	21065449	APOB	APOB - TDRD15	338	100129278		21376	58483	rs562338-T	rs562338	0	562338	intergenic_variant	1	0.20	1E-9	9.0		0.04	[0.02-0.06] mmol/L decrease	Affymetrix, Illumina [up to 461986]	N
2008-12-09	18802019	Burkhardt R	2008-09-18	Arterioscler Thromb Vasc Biol	www.ncbi.nlm.nih.gov/pubmed/18802019	Common SNPs in HMGCR in micronesians and whites associated with LDL-cholesterol levels affect alternative splicing of exon13.	LDL cholesterol	2,346 Micronesian ancestry individuals	NA	5q13.3	5	75329662	HMGCR	ANKRD31 - HMGCR	256006	3156		92765	6672	rs7703051-A	rs7703051	0	7703051	intron_variant	1	0.41	1E-8	8.0		18.0	[NR] % s.d. increase	Affymetrix [~ 500000]	N
2008-12-09	18802019	Burkhardt R	2008-09-18	Arterioscler Thromb Vasc Biol	www.ncbi.nlm.nih.gov/pubmed/18802019	Common SNPs in HMGCR in micronesians and whites associated with LDL-cholesterol levels affect alternative splicing of exon13.	LDL cholesterol	2,346 Micronesian ancestry individuals	NA	19q13.32	19	44919689	APOC2, APOE, APOC4, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	downstream_gene_variant	1	NR	2E-7	6.698970004336019				Affymetrix [~ 500000]	N
2009-05-05	19359809	Hiura Y	2009-04-10	Circ J	www.ncbi.nlm.nih.gov/pubmed/19359809	Identification of genetic markers associated with high-density lipoprotein-cholesterol by genome-wide screening in a Japanese population: the Suita study.	HDL cholesterol	900 Japanese ancestry individuals	1,810 Japanese ancestry individuals	16q13	16	56959412	CETP	HERPUD1 - CETP	9709	1071		15531	2511	rs3764261-A	rs3764261	0	3764261	upstream_gene_variant	1	0.20	3E-12	11.522878745280337		6.2	mg/dl increase	Illumina [368274]	N
2011-01-14	21059979	Shen H	2010-11-08	Arch Intern Med	www.ncbi.nlm.nih.gov/pubmed/21059979	Familial defective apolipoprotein B-100 and increased low-density lipoprotein cholesterol and coronary artery calcification in the old order amish.	LDL cholesterol	841 Amish individuals	663 Amish inidividuals	2p24.1	2	20703255	APOB	C2orf43			60526			rs4971516-?	rs4971516	0	4971516	intron_variant	0	0.06	2E-52	51.69897000433602	(LDL)			Affymetrix [369241]	N
2010-01-13	20031538	Heid IM	2008-10-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031538	Genome-wide association analysis of high-density lipoprotein cholesterol in the population-based KORA study sheds new light on intergenic regions.	HDL cholesterol	Up to 4,274 European ancestry individuals	Up to 15,873 European ancestry individuals	16q13	16	56951227	CETP	HERPUD1 - CETP	9709	1071		7346	10696	rs9989419-A	rs9989419	0	9989419	regulatory_region_variant	1	0.38	9E-27	26.045757490560675		2.66	[NR] mg/dl decrease	Affymetrix [up to 2557253] (imputed)	N
2010-01-13	20031538	Heid IM	2008-10-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031538	Genome-wide association analysis of high-density lipoprotein cholesterol in the population-based KORA study sheds new light on intergenic regions.	HDL cholesterol	Up to 4,274 European ancestry individuals	Up to 15,873 European ancestry individuals	8p21.3	8	19975135	LPL	LPL - LOC105379311	4023	105379311		7876	103579	rs17482753-T	rs17482753	0	17482753	intergenic_variant	1	0.11	3E-11	10.522878745280337		2.02	[NR] mg/dl increase	Affymetrix [up to 2557253] (imputed)	N
2010-01-13	20031538	Heid IM	2008-10-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031538	Genome-wide association analysis of high-density lipoprotein cholesterol in the population-based KORA study sheds new light on intergenic regions.	HDL cholesterol	Up to 4,274 European ancestry individuals	Up to 15,873 European ancestry individuals	18q21.1	18	49632720	LIPG	LOC105372112			105372112			rs7240405-A	rs7240405	0	7240405	intergenic_variant	0	0.15	5E-10	9.301029995663981		2.27	[NR] mg/dl decrease	Affymetrix [up to 2557253] (imputed)	N
2009-12-29	20031564	Ridker PM	2009-02-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031564	Polymorphism in the CETP gene region, HDL cholesterol, and risk of future myocardial infarction: Genomewide analysis among 18 245 initially healthy women from the Women's Genome Health Study.	HDL cholesterol	18,245 European ancestry females	NA	16q13	16	56961324	SLC12A3, HERPUD1, CETP, NUP93	HERPUD1 - CETP	9709	1071		17443	599	rs1800775-A	rs1800775	0	1800775	upstream_gene_variant	1	0.49	4E-93	92.39794000867204		3.09	mg/dL increase	Illumina [~ 318237]	N
2012-11-19	23067351	Rasmussen-Torvik LJ	2012-08-23	Clin Transl Sci	www.ncbi.nlm.nih.gov/pubmed/23067351	High density GWAS for LDL cholesterol in African Americans using electronic medical records reveals a strong protective variant in APOE.	LDL cholesterol	1,249 African American individuals	NA	19q13.32	19	44908822	APOE	APOE			348			rs7412-?	rs7412	0	7412	missense_variant	0	0.10	2E-9	8.698970004336019		12.3	[8.4-16.3] mg/dL decrease	Illumina [910341]	N
2012-12-21	23031429	Surakka I	2012-10-03	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23031429	A genome-wide association study of monozygotic twin-pairs suggests a locus related to variability of serum high-density lipoprotein cholesterol.	Cholesterol and Triglycerides	1,720 European ancestry monozygotic twins	1,261 European ancestry monozygotic twins	1q32.1	1	206453482	SRGAP2	SRGAP2			23380			rs2483058-C	rs2483058	0	2483058	intron_variant	0	NR	9E-7	6.045757490560675	(HDL)	0.203	[0.13-0.28] unit increase	Illumina [~ 2500000] (imputed)	N
2014-08-02	24386095	Zhou L	2013-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24386095	A genome wide association study identifies common variants associated with lipid levels in the Chinese population.	Lipid traits	3,451 Han Chinese ancestry individuals	8,830 Han Chinese ancestry individuals	1p31.3	1	62583880	DOCK7	DOCK7			85440			rs11207995-C	rs11207995	0	11207995	intron_variant	0	0.22	6E-10	9.221848749616356	(TC)	0.012	[0.00024-0.02376] mmol/L decrease	Affymetrix, Illumina [up to 2249917] (imputed)	N
2014-08-02	24386095	Zhou L	2013-12-30	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24386095	A genome wide association study identifies common variants associated with lipid levels in the Chinese population.	Lipid traits	3,451 Han Chinese ancestry individuals	8,830 Han Chinese ancestry individuals	5q13.3	5	75340659	HMGCR	HMGCR			3156			rs10045497-C	rs10045497	0	10045497	intron_variant	0	0.49	2E-8	7.698970004336019	(TC)	0.022	[0.012-0.032] mmol/L increase	Affymetrix, Illumina [up to 2249917] (imputed)	N
2015-06-08	25350695	Postmus I	2014-10-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25350695	Pharmacogenetic meta-analysis of genome-wide association studies of LDL cholesterol response to statins.	Response to statins (LDL cholesterol change)	18,596 European ancestry individuals	23,279 European ancestry individuals	4p13	4	41488438	LIMCH1	LIMCH1			22998			rs7696430-A	rs7696430	0	7696430	intron_variant	0	0.157	8E-8	7.096910013008056		0.014	[0.0081-0.0199] unit increase	Affymetrix, Illumina, Perlegen [at least 2500000] (imputed)	N
2015-06-08	25350695	Postmus I	2014-10-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25350695	Pharmacogenetic meta-analysis of genome-wide association studies of LDL cholesterol response to statins.	Response to statins (LDL cholesterol change)	18,596 European ancestry individuals	23,279 European ancestry individuals	4q31.3	4	153730876	RNF175	RNF175, LOC105377499			285533, 105377499			rs981844-A	rs981844	0	981844	intron_variant	0	0.747	1E-6	6.0		0.009	[0.0051-0.0129] unit increase	Affymetrix, Illumina, Perlegen [at least 2500000] (imputed)	N
2015-06-08	25350695	Postmus I	2014-10-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25350695	Pharmacogenetic meta-analysis of genome-wide association studies of LDL cholesterol response to statins.	Response to statins (LDL cholesterol change)	18,596 European ancestry individuals	23,279 European ancestry individuals	6q25.3	6	160589086	LPA	LPA			4018			rs10455872-G	rs10455872	0	10455872	intron_variant	0	0.087	7E-44	43.15490195998574		0.052	[0.044-0.060] unit increase	Affymetrix, Illumina, Perlegen [at least 2500000] (imputed)	N
